id,question,reason,query_id,input_text,retrieved_indices,retrieved_scores,method
845,"""탑신 각 면에는 양쪽 귀퉁이에 {넓직한/널찍한} 우주를 두드러지게 본떠 새겨 둔중한 느낌이 난다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'넓다'의 활용형 '널다'는 '넓다'의 본모음 'ㅂ'이 모음 'ㅣ' 앞에서 소리 나는 대로 'ㄹ'로 적는다. 따라서 '넓직하다'가 옳다.,95,'넓다'의 활용형 '널다'는 '넓다'의 본모음 'ㅂ'이 모음 'ㅣ' 앞에서 소리 나는 대로 'ㄹ'로 적는다. 따라서 '넓직하다'가 옳다.,"[92, 27, 85, 20, 67, 2, 64, 129, 104, 39]","[0.8464446067810059, 0.8464446067810059, 0.8404801487922668, 0.8404801487922668, 0.8371720910072327, 0.8371720910072327, 0.8367499113082886, 0.8367186784744263, 0.8325020670890808, 0.8325020670890808]",method2_semantic_embedding
846,"""수업 시간에 {샤프/샾}를 사용해서 공책에 문제를 풀었다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",샤프(sharp)의 원어 발음은 [ʃæp]로 [ʃ]는 '샤프'로 표기한다. 따라서 '샤프'가 옳다.,96,샤프(sharp)의 원어 발음은 [ʃæp]로 [ʃ]는 '샤프'로 표기한다. 따라서 '샤프'가 옳다.,"[168, 174, 169, 167, 72, 7, 86, 21, 166, 175]","[0.790372371673584, 0.7853378057479858, 0.7580749988555908, 0.7501765489578247, 0.7447981238365173, 0.7447981238365173, 0.7373929619789124, 0.7373929619789124, 0.7353808283805847, 0.7329524755477905]",method2_semantic_embedding
847,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""아직 한국말에 서툴어서 잘 알아듣지 못해도 이해해 줘.""",'서툴다'는 '서툴다'와 '서툴러하다'의 어간이므로 '서툴러하다'로 적는다. '서툴러하다'는 '서툴다'에 '-어하다'가 결합한 합성어이다. 이는 '서툴다'가 어근이므로 '서툴러하다'가 전체적으로 어근이 된다. 따라서 '서툴러하다'는 '서툴러'로 줄여 적을 수 있다.,97,'서툴다'는 '서툴다'와 '서툴러하다'의 어간이므로 '서툴러하다'로 적는다. '서툴러하다'는 '서툴다'에 '-어하다'가 결합한 합성어이다. 이는 '서툴다'가 어근이므로 '서툴러하다'가 전체적으로 어근이 된다. 따라서 '서툴러하다'는 '서툴러'로 줄여 적을 수 있다.,"[104, 39, 99, 34, 92, 27, 96, 31, 102, 37]","[0.8575550317764282, 0.8575550317764282, 0.8456175923347473, 0.8456175923347473, 0.8441705107688904, 0.8441705107688904, 0.8347473740577698, 0.8347473740577698, 0.8328710794448853, 0.8328710794448853]",method2_semantic_embedding
848,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""아기가 엄마 품속에서 잠들 듯이 강아지도 어미에게 안겨 잠에 든다.""","'임의적 선택'을 나타내는 문장의 경우, 선택된 부분만을 표시할 때는 그 부분에만 굵은 줄을 쓴다. '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시한다. '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것은 '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것은 '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것은 '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것과 구별하기 어렵다.",98,"'임의적 선택'을 나타내는 문장의 경우, 선택된 부분만을 표시할 때는 그 부분에만 굵은 줄을 쓴다. '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시한다. '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것은 '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것은 '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것은 '임의적 선택'을 나타내지 않는 문장의 경우 전체를 굵게 표시하는 것과 구별하기 어렵다.","[148, 147, 154, 149, 122, 57, 145, 143, 152, 150]","[0.8077831864356995, 0.7972081899642944, 0.789958119392395, 0.7896589040756226, 0.7892189621925354, 0.7892189621925354, 0.7835376858711243, 0.781494677066803, 0.7809284925460815, 0.773184061050415]",method2_semantic_embedding
849,"""시원한 물소리가 가슴을 {티워/틔워} 주는 듯했다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.","'티'와 '틔' 중 어간 끝음절에 '-으'가 결합할 때는 '으'를 덧붙여 '티'가 되고, 그렇지 않을 때는 '틔'가 된다. '뜨우다'는 어간 끝음절에 '-으'가 결합할 때는 '뜨우'가 되므로 '뜨워'가 아닌 '티워'가 된다. 따라서 '뜨워'에 '티'가 결합한 '티워'가 아닌 '틔워'가 아닌 '티워'가 옳다.",99,"'티'와 '틔' 중 어간 끝음절에 '-으'가 결합할 때는 '으'를 덧붙여 '티'가 되고, 그렇지 않을 때는 '틔'가 된다. '뜨우다'는 어간 끝음절에 '-으'가 결합할 때는 '뜨우'가 되므로 '뜨워'가 아닌 '티워'가 된다. 따라서 '뜨워'에 '티'가 결합한 '티워'가 아닌 '틔워'가 아닌 '티워'가 옳다.","[99, 34, 126, 61, 92, 27, 95, 30, 104, 39]","[0.8400035500526428, 0.8400035500526428, 0.8304297924041748, 0.8304297924041748, 0.8103829622268677, 0.8103829622268677, 0.8083704710006714, 0.8083704710006714, 0.8077654242515564, 0.8077654242515564]",method2_semantic_embedding
850,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""할머니 집에 게신가요?""",'계시다'는 '계시'로 줄일 수 없다. '계시'는 '계시다'의 줄임어이다. 따라서 '계시'를 '게시'로 잘못 줄일 수 없다.,100,'계시다'는 '계시'로 줄일 수 없다. '계시'는 '계시다'의 줄임어이다. 따라서 '계시'를 '게시'로 잘못 줄일 수 없다.,"[104, 39, 83, 18, 122, 57, 99, 34, 92, 27]","[0.8341754674911499, 0.8341754674911499, 0.8268697261810303, 0.8268697261810303, 0.820988118648529, 0.820988118648529, 0.8147896528244019, 0.8147896528244019, 0.8130764365196228, 0.8130764365196228]",method2_semantic_embedding
851,"""그 투수는 직구도 {마다 하지/마다하지} 않는 열정을 보였다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'마다'는 '매일'의 준말이다. 따라서 '마다'는 '매달'로 줄일 수 없다.,101,'마다'는 '매일'의 준말이다. 따라서 '마다'는 '매달'로 줄일 수 없다.,"[83, 18, 104, 39, 122, 57, 78, 13, 124, 59]","[0.8019970059394836, 0.8019970059394836, 0.7933684587478638, 0.7933684587478638, 0.7918041944503784, 0.7918041944503784, 0.7898388504981995, 0.7898388504981995, 0.7877413630485535, 0.7877413630485535]",method2_semantic_embedding
852,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""내가 생각컨대 이 집은 터가 영 좋지 못하다.""",'-지'와 '-다'는 '아니다'와 같은 부정 어말에 붙어서 '아니지 않다'와 같은 형식을 이룰 수 있다. 그러나 이와 달리 '아니다'와 같은 부정 어말이 '-지'와 '-다'와 결합하여 '아니지'와 같이 붙는 형식을 이룰 수는 없다. 따라서 '아니다'와 같은 부정 어말 뒤에 '-지'와 '-다'가 붙는 것은 허용되지 않는다.,102,'-지'와 '-다'는 '아니다'와 같은 부정 어말에 붙어서 '아니지 않다'와 같은 형식을 이룰 수 있다. 그러나 이와 달리 '아니다'와 같은 부정 어말이 '-지'와 '-다'와 결합하여 '아니지'와 같이 붙는 형식을 이룰 수는 없다. 따라서 '아니다'와 같은 부정 어말 뒤에 '-지'와 '-다'가 붙는 것은 허용되지 않는다.,"[116, 51, 103, 38, 96, 31, 102, 37, 123, 58]","[0.906491219997406, 0.906491219997406, 0.8718302249908447, 0.8718302249908447, 0.8580276370048523, 0.8580276370048523, 0.8546433448791504, 0.8546433448791504, 0.8543837666511536, 0.8543837666511536]",method2_semantic_embedding
853,"""무거운 {액세서리/액세사리}는 오래 착용하기 힘들다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'액세서리(accessory)'의 원어 발음은 [əkˈsesəri]로 [ə]는 '어'로 표기한다. 따라서 '액세서리'가 옳다.,103,'액세서리(accessory)'의 원어 발음은 [əkˈsesəri]로 [ə]는 '어'로 표기한다. 따라서 '액세서리'가 옳다.,"[160, 167, 168, 171, 121, 56, 174, 172, 86, 21]","[0.7417269945144653, 0.7417258024215698, 0.7361071109771729, 0.7270300388336182, 0.7259219884872437, 0.7259219884872437, 0.7235276103019714, 0.7219960689544678, 0.719657301902771, 0.719657301902771]",method2_semantic_embedding
854,"""감기를 예방하기 위해 {마스크/매스크}를 쓰다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",마스크(mask)의 원어 발음은 [mæsk]로 [æ]는 '애'로 표기한다. 따라서 '마스크'가 옳다.,104,마스크(mask)의 원어 발음은 [mæsk]로 [æ]는 '애'로 표기한다. 따라서 '마스크'가 옳다.,"[167, 66, 1, 171, 160, 168, 170, 121, 56, 172]","[0.7596936821937561, 0.7405776381492615, 0.7405776381492615, 0.7391729354858398, 0.7343558073043823, 0.7326534986495972, 0.7308606505393982, 0.7306081056594849, 0.7306081056594849, 0.7304463982582092]",method2_semantic_embedding
855,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""이 일은 내가 처리할 게.""",'이 일은 내가 처리할 게.'와 같이 '이'나 '아'가 '거'에 붙어 만들어진 말은 '거'가 독립적인 말이 되어 '이'나 '아'가 붙지 않는 경우가 많다. 이 경우 '거'만을 적는다.,105,'이 일은 내가 처리할 게.'와 같이 '이'나 '아'가 '거'에 붙어 만들어진 말은 '거'가 독립적인 말이 되어 '이'나 '아'가 붙지 않는 경우가 많다. 이 경우 '거'만을 적는다.,"[99, 34, 104, 39, 96, 31, 97, 32, 92, 27]","[0.856242835521698, 0.856242835521698, 0.8537722229957581, 0.8537722229957581, 0.852105975151062, 0.852105975151062, 0.8489704132080078, 0.8489704132080078, 0.8485197424888611, 0.8485197424888611]",method2_semantic_embedding
856,"""억울하면 너도 {큰소리/큰 소리}로 말해!"" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'소리'는 '소리가 크다'의 의존 명사로 쓰일 때는 붙여 쓴다. 반면 '소리'가 '소리가 크다'의 관형사로 쓰일 때는 '큰 소리'와 같이 띄어 쓴다. '너도 큰소리로 말해'는 '너도 소리가 크게 말해'의 준말로 쓰므로 '큰 소리'와 같이 띄어 쓰는 것이 옳다.,106,'소리'는 '소리가 크다'의 의존 명사로 쓰일 때는 붙여 쓴다. 반면 '소리'가 '소리가 크다'의 관형사로 쓰일 때는 '큰 소리'와 같이 띄어 쓴다. '너도 큰소리로 말해'는 '너도 소리가 크게 말해'의 준말로 쓰므로 '큰 소리'와 같이 띄어 쓰는 것이 옳다.,"[104, 39, 81, 16, 107, 42, 92, 27, 80, 15]","[0.8553604483604431, 0.8553604483604431, 0.8501580357551575, 0.8501580357551575, 0.8501244187355042, 0.8501244187355042, 0.8437541723251343, 0.8437541723251343, 0.8363183736801147, 0.8363183736801147]",method2_semantic_embedding
857,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
ㅡ 유엔[United Nation]",대체어를 표기할 때는 대체어를 제시하는 괄호를 사용한다.,107,대체어를 표기할 때는 대체어를 제시하는 괄호를 사용한다.,"[142, 148, 78, 13, 104, 39, 83, 18, 147, 145]","[0.8595758080482483, 0.8453157544136047, 0.8257989287376404, 0.8257989287376404, 0.8239556550979614, 0.8239556550979614, 0.8231094479560852, 0.8231094479560852, 0.8149781227111816, 0.8127223253250122]",method2_semantic_embedding
858,"다음 문장이 어문 규범에 부합하도록 문장 부호를 추가하고, 그 이유를 설명하세요.
―네 옷은 흙이 많이 묻었다. 라는 문장에서, '네 옷'은 주어로도 볼 수 있고 부사어로도 볼 수 있지 않을까요?","문장 안에서 독립적으로 사용되는 말을 '문장'이라 하고, 문장 안에서 다른 말에 종속되어서만 사용되는 말을 '문장부분'이라고 한다. 이때 문장부분 중에서 독립적으로 사용할 수 있는 말을 '문장'이라 하기도 한다. '라'는 문장의 끝을 나타내는 문장부호이다.",108,"문장 안에서 독립적으로 사용되는 말을 '문장'이라 하고, 문장 안에서 다른 말에 종속되어서만 사용되는 말을 '문장부분'이라고 한다. 이때 문장부분 중에서 독립적으로 사용할 수 있는 말을 '문장'이라 하기도 한다. '라'는 문장의 끝을 나타내는 문장부호이다.","[104, 39, 130, 137, 149, 124, 59, 83, 18, 92]","[0.8475514650344849, 0.8475514650344849, 0.8231905698776245, 0.8223813772201538, 0.8220667839050293, 0.8189260959625244, 0.8189260959625244, 0.8188773393630981, 0.8188773393630981, 0.816577136516571]",method2_semantic_embedding
859,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""샛하얀 옷이 필요하다.""",'새하얀'은 '새하'가 관형사 '는'과 결합한 형태이다. 이는 '새하'가 본립어로 인정받아 '새하'에 '는'이 붙은 형태이므로 '새하얀'으로 적는다.,109,'새하얀'은 '새하'가 관형사 '는'과 결합한 형태이다. 이는 '새하'가 본립어로 인정받아 '새하'에 '는'이 붙은 형태이므로 '새하얀'으로 적는다.,"[104, 39, 97, 32, 96, 31, 83, 18, 99, 34]","[0.8521877527236938, 0.8521877527236938, 0.834477961063385, 0.834477961063385, 0.8273819088935852, 0.8273819088935852, 0.8250381350517273, 0.8250381350517273, 0.8231319785118103, 0.8231319785118103]",method2_semantic_embedding
860,"""{윈도/윈도우} 설치 후 보안 설정이 필요하다."" 가운데 올바른 것을 선택하고, 그 이유를 설명하세요.",'window'의 원어 발음은 [ˈwɪndəʊ]로 [əʊ]는 '우'로 표기한다. 따라서 '윈도우'가 옳다.,110,'window'의 원어 발음은 [ˈwɪndəʊ]로 [əʊ]는 '우'로 표기한다. 따라서 '윈도우'가 옳다.,"[172, 171, 167, 67, 2, 160, 168, 66, 1, 170]","[0.790666937828064, 0.7719665169715881, 0.7651501893997192, 0.7409132719039917, 0.7409132719039917, 0.7342716455459595, 0.7281351089477539, 0.727817952632904, 0.727817952632904, 0.727351188659668]",method2_semantic_embedding
861,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""노을이 참 아름다왔다.""",'아름다워지다'의 어간 '아름다워'에 어미 '-아'와 '-어'가 붙는다. 이때 어미 '-아'와 '-어' 중에서 어간 끝소리에 따라 '-아'를 쓰거나 '-어'를 쓰는 차이가 생난다. '아름다워지다'는 어간 끝소리가 받침 'ㄹ'로 이루어졌기 때문에 어미 '-아'가 아니라 '-어'가 결합한다.,111,'아름다워지다'의 어간 '아름다워'에 어미 '-아'와 '-어'가 붙는다. 이때 어미 '-아'와 '-어' 중에서 어간 끝소리에 따라 '-아'를 쓰거나 '-어'를 쓰는 차이가 생난다. '아름다워지다'는 어간 끝소리가 받침 'ㄹ'로 이루어졌기 때문에 어미 '-아'가 아니라 '-어'가 결합한다.,"[95, 30, 93, 28, 111, 46, 99, 34, 96, 31]","[0.8879295587539673, 0.8879295587539673, 0.8767935633659363, 0.8767935633659363, 0.874206006526947, 0.874206006526947, 0.8696900010108948, 0.8696900010108948, 0.8633066415786743, 0.8633066415786743]",method2_semantic_embedding
862,"다음 문장에서 어문 규범에 부합하지 않는 부분을 찾아 고치고, 그 이유를 설명하세요.
""물고기 치고 아주 작아요.""","'-고는'은 '고'와 '는'의 합성어로, 앞말이 보조 용언일 때는 보조 용언 뒤에 붙여 적고, 앞말이 명사일 때는 앞말과 띄어 적는다. '어떤 것에 비해 더 좋다'는 뜻을 나타내는 '치고는'은 보조 용언 '치고'와 '는'이 결합한 것이므로 '치고는'으로 적어야 한다.",112,"'-고는'은 '고'와 '는'의 합성어로, 앞말이 보조 용언일 때는 보조 용언 뒤에 붙여 적고, 앞말이 명사일 때는 앞말과 띄어 적는다. '어떤 것에 비해 더 좋다'는 뜻을 나타내는 '치고는'은 보조 용언 '치고'와 '는'이 결합한 것이므로 '치고는'으로 적어야 한다.","[92, 27, 104, 39, 107, 42, 99, 34, 137, 96]","[0.872767984867096, 0.872767984867096, 0.8720627427101135, 0.8720627427101135, 0.8543259501457214, 0.8543259501457214, 0.8540316820144653, 0.8540316820144653, 0.8495452404022217, 0.8495182394981384]",method2_semantic_embedding
